Crop_Type,Soil_Type,Farm_Size_Acres,Soil_pH,Soil_Nitrogen,Soil_Organic_Matter,Temperature,Rainfall,Humidity
Soybean,Laterite soils,5.009567961710031,5.642032665665566,76.18865505378183,2.3059385859493675,30.9778863939021,1022.1310022227384,87.55177509140438
Urd,Alluvial soils,23.251263528223127,7.475299081540529,66.12065648920901,3.069781829065925,15.115186149932608,824.1124244323264,37.04984767732476
Kulthi,Black soils,63.19966644745614,6.788687509150626,98.47695353806864,4.412871023076831,19.960448501153472,720.5132611735859,60.47497749750424
Tiwra,Black soils,72.23066384972883,7.118483740801258,193.2257552727311,1.8980268951849972,17.283808889270976,792.9147848370172,37.05989579440059
Gram,Laterite soils,34.691423025520955,5.7740561501611145,136.5632721332853,3.043246890151256,32.60948054482914,724.5594359655041,61.64217365951991
Moong,Alluvial soils,40.61480583667867,5.816710756804485,166.39544242161517,4.281051864970563,28.55843743339504,514.7587845709452,61.03385834507533
Kulthi,Alluvial soils,17.77720417995551,6.862581003950634,186.6233951811228,2.9967585527538096,21.288924124027176,1473.014392323021,64.9974092988927
Mustard,Laterite soils,34.70461885881697,5.853305081153199,197.0272346952433,1.8876512977251445,16.220345018679698,772.0731670254424,50.02695535984559
Pea,Red and Yellow soils,8.118042447092108,5.7790284877950535,174.2973634781731,3.7027273342063967,33.20214785925226,618.3314517645181,41.19025505194296
Gram,Alluvial soils,40.02287500376711,6.800677367030282,152.92792867079348,3.896782705565548,25.11993858633612,951.9675374941464,60.896618831312686
Maize,Red and Yellow soils,49.99624887288939,6.5509789718403,79.7229779743877,4.748513665580805,34.201622652020845,860.4684905493065,25.471152907730144
Soybean,Black soils,98.2622883476604,5.897460810639021,106.16222142083804,4.644190292452255,30.564765280657618,1308.5351677515878,24.713503048019977
Soybean,Red and Yellow soils,29.203975251403044,5.938070768490162,69.52552810033455,1.4304229189121154,16.23660246735064,619.3340988880409,74.25772645942894
Tiwra,Laterite soils,18.89622201078941,5.721805093418372,145.86960392584746,3.665507585125887,22.3589952622535,1302.3365975789309,57.39901070907133
Urd,Alluvial soils,59.50768181184535,6.048851984009312,115.75311895546643,2.698342350634222,18.344111602414426,858.3239730547473,67.38539706371503
Jwar,Black soils,9.812596348655724,5.92271425612393,158.3834722161071,2.6077521182119883,16.002387806215808,936.296917317975,27.778772662524315
Maize,Laterite soils,33.94360781823226,6.184083578252572,186.3296970461853,3.31246632894558,18.275144078277,876.0787545605529,38.931624323462486
Rice,Red and Yellow soils,78.14111053974568,7.102477217608784,83.19684272867471,1.607984217738781,22.89648920439572,1295.938889183588,63.92002252313439
Tiwra,Red and Yellow soils,60.660659207277845,6.601036454986367,79.43841554066974,2.3315725435459527,17.118235970635602,931.35468919485,31.91779480934216
Rice,Red and Yellow soils,54.69860273915256,7.058975517933384,191.6122278665241,1.535357309523655,30.285440956495,1032.935408741953,48.51065880286758
Mustard,Red and Yellow soils,37.74005471388222,6.210840469875151,120.55166797794853,3.881970012481462,18.92964201328149,748.3460765127084,63.432587322335046
Til,Alluvial soils,95.46890439016576,6.5420757909196,106.79577624475738,1.054853272030618,17.680260719793832,591.3035619890319,64.5986864057209
Millets,Alluvial soils,66.09191186636885,7.385617653535818,143.16876488336607,1.3254145762295146,32.7901416438185,663.1422306006791,62.05231242307418
Kulthi,Red and Yellow soils,47.69362733151047,7.141473558549549,64.48610250744993,0.7873486762665147,19.402548612658364,1162.678431390152,47.1530326053478
Maize,Red and Yellow soils,88.9199578436217,6.369649148273405,123.2451069205482,1.974302983639028,17.051192006184323,836.5372435027346,37.69782225746224
Moong,Red and Yellow soils,36.36982127760847,6.474064545287709,170.7567404694794,0.9686456115579908,31.1704023288816,898.2163019564614,46.02916428587035
Til,Laterite soils,80.78465905487128,7.2432617324870705,90.50457112729632,1.5061710624863367,31.22988248594353,1042.2636624060538,30.251535132934343
Moong,Alluvial soils,46.27268000169289,6.055545748703217,176.1889917406533,2.2707364148911733,16.182657148354423,1456.2169901851023,39.17076396932909
Niger,Red and Yellow soils,54.18360976009397,6.8567319704482514,118.99187835760888,4.683784908669928,22.73276825194448,1359.022222399976,79.72593737643683
Arhar,Red and Yellow soils,77.41732248620019,6.093970348257618,58.874841664080456,3.3348693057327057,21.92058234006228,1188.8300942144256,40.72365802501865
Jwar,Black soils,46.41415359582385,6.748084729216749,171.0732906954594,3.4791976125963995,18.470511878346432,1265.676016765016,41.583556015470606
Maize,Red and Yellow soils,81.11884517277188,6.516001801869351,125.60395439379964,0.8741229938646096,17.925765513954325,1326.0023339468676,46.299113027827616
Niger,Laterite soils,59.41924654931277,5.914115227551216,174.38064194154376,1.3067283250511887,15.982425181684045,609.9344769154229,26.46946268150472
Jwar,Alluvial soils,81.22979214503935,5.551203509152556,135.99392120044982,3.8757146157515776,34.76566007440336,1142.9106036054334,57.74432606420758
Groundnut,Red and Yellow soils,23.19305539794328,7.223998056640209,101.20683192638391,3.3269587243340766,33.81757560692776,1228.624617871367,63.41772203888886
Millets,Laterite soils,78.87469306057228,5.8241622268819295,188.18979982514824,1.30288359478532,21.08750647432587,932.2572887688358,36.50875301352932
Niger,Alluvial soils,40.54062987605119,5.552100931538269,54.89773664381704,3.017226724247132,25.84247171394336,909.9464126151134,45.832273137893296
summer paddy,Red and Yellow soils,50.89976275524697,5.804398802358789,72.0019523486384,1.3405552139687622,33.41836890306293,508.7089357738864,51.515188806159045
Jwar,Alluvial soils,39.04956376789424,6.274963118118943,55.43952579680611,1.6003080749342578,28.54310641551285,1034.3120188850928,32.86465589341735
Millets,Laterite soils,68.93709472954832,5.922381576324125,172.73727711923635,4.640874598102176,34.85820106724063,968.381898699174,84.45565829736472
Soybean,Laterite soils,16.852695778279383,5.62325018873295,96.5561129279916,3.015899144903083,32.98711907183291,691.030292117988,81.35866492991718
summer paddy,Laterite soils,14.584505929396528,6.813627799083459,194.66821858838887,4.485394919965354,30.52454653051315,1375.3886235847783,65.29149209416386
Rice,Black soils,51.78490534951984,5.601811888985896,159.67777079366866,3.8935916410771423,20.464326936136302,1387.2673955820744,76.26147917888801
Kulthi,Black soils,74.1275433026207,6.6104396027904455,128.95561811868646,2.269912999923478,29.46569611245629,736.3257258279543,31.93862481887665
Kulthi,Black soils,93.64418332139984,5.599467593553449,135.85787194702743,2.7374408939283854,29.773919179651912,622.8072187599037,89.46359841741781
Maize,Black soils,59.542916390065535,7.441907568683692,88.3410301516046,1.5941983705711598,34.20393647958048,1027.6009240739843,43.02280686233411
Tiwra,Black soils,68.61319776066442,6.104019369933507,92.52075671831136,2.8445491033546397,22.22087583064621,560.8358463961965,29.074257524093987
Tiwra,Alluvial soils,83.37414757866092,6.244242448369219,199.1413136051342,3.791783163498623,23.946614740088968,717.3620353487805,24.535016870297454
Millets,Red and Yellow soils,80.92411577613618,5.855573693914544,90.79076816066828,2.279258160130043,27.7216205383248,713.0608095487041,52.16743166549693
Pea,Red and Yellow soils,64.52696428950517,5.810002014035602,52.33864034930854,3.961862027778261,20.42040865631561,652.5780397633386,24.210015943498743
Niger,Laterite soils,74.64235234371385,7.411905289649551,111.99565599140442,3.988339322301028,17.193152060919353,804.5170691573403,41.58731620048907
Tiwra,Laterite soils,61.82770852407992,5.975481586803921,189.18197135107525,4.762978536328782,17.664373972723965,1377.149665295232,43.47108367139927
Rice,Black soils,5.27909199036012,6.744815328835445,172.95426825777906,0.8633173028000611,20.069342374014116,1075.7722214177968,63.20263220216406
Kulthi,Laterite soils,34.9074993078056,5.542092789783,179.4355668535219,1.22777490645216,17.10404714260416,932.7102143943792,46.63691717712051
Masoor,Alluvial soils,90.43076035697268,7.2164110473462975,52.28209215212194,2.7899190283733013,24.28212761478177,560.7589408660709,56.96679170818688
Arhar,Alluvial soils,31.21067472319168,5.918284189037835,102.02533117258795,1.4365638514147352,28.60340150025833,629.5929459338504,25.417604180753084
Til,Black soils,25.60638176436678,7.085090872063655,199.2187023041716,4.0419265117263,22.864791830957888,977.6227579216009,60.77144241147992
Groundnut,Alluvial soils,9.763386203743693,7.1471477338596925,88.8840358206712,3.195647837695262,21.265443485993167,804.2133246413343,85.56456968094777
Soybean,Laterite soils,1.5882338285910869,6.440856949886403,90.91274484388585,4.049502911390731,17.164186820788522,1384.1899693944767,66.45019335164375
Jwar,Black soils,58.18814161053469,5.5925595024202,183.1088169936449,2.6069815560978253,22.04805045695521,659.1368370500738,35.075077191106026
Urd,Black soils,20.47195697855928,7.210165264089643,59.875925151935874,1.643881982662173,24.260873361319465,1313.8966095657056,37.82529382548239
Arhar,Black soils,41.30141230872311,5.890155093050077,176.54649535398795,3.800498835811693,18.98957436999536,1411.6404613057134,34.869375800826845
Kulthi,Alluvial soils,83.46677648170237,6.0934799233084345,93.27192056788547,4.105727587127602,29.871948023845658,1153.5124907900497,56.90978286316325
Soybean,Alluvial soils,6.009537325058668,7.13988401823471,194.408162849951,1.2717808506935089,23.972135528571,825.4837683195747,62.88330009225554
Millets,Red and Yellow soils,70.22012660015626,6.273862863027111,159.92600710692832,3.942729934414,15.597671731194389,825.8086677720615,55.89413265866475
Niger,Alluvial soils,47.49518728386653,6.336066223125075,110.28036705426564,2.377543364896453,34.6506108123044,848.2729108337488,38.08383985972952
Soybean,Red and Yellow soils,27.99413103654626,6.73497998866552,186.1996509670502,1.2942940006180397,34.82428249858192,939.154181803018,60.4043639418102
Millets,Alluvial soils,23.54097596703025,6.619957751220035,57.43568008837477,1.5978107189656572,26.097855613597503,1075.276872972256,86.2711308076322
Maize,Alluvial soils,38.75224589510614,6.427312439270363,139.05965130432605,2.82185280636383,21.438124347788136,675.9505592126127,33.305344313455336
Arhar,Laterite soils,84.46788570106386,6.007954786303287,192.94268675753716,2.7573837199416857,27.296684954853923,1025.8718971841936,73.60295649268627
Millets,Alluvial soils,94.24030562750796,5.927895196805133,79.9678101179004,0.8479505547538386,31.09855569302092,1043.320451229254,59.0975934619888
summer paddy,Red and Yellow soils,65.90026154431753,5.668575408821191,173.2100537592404,0.6118088521345394,32.689656622673425,1098.1041003971186,43.57755304517226
Tiwra,Alluvial soils,92.10684856255232,6.977832402630831,169.2198522513911,4.563793880782592,15.988099007972734,1262.7627406806432,38.55316930958736
Maize,Alluvial soils,36.21305159954306,7.378732612330757,101.5261006579842,1.7122255215540565,16.91874807351475,851.0829229831517,46.230563055609245
Millets,Red and Yellow soils,86.58321345816499,7.303167203637043,111.26490260338667,2.124730820378109,30.09672665218908,1450.6265609654308,45.31983026517311
Niger,Alluvial soils,86.36821842109039,6.994667633026499,98.1847530516586,3.610816965315034,25.93801466451084,1068.1129742996714,56.31383007253234
Soybean,Black soils,20.22204566403645,6.2578629572557976,140.15045833705204,4.487359621062256,22.74672619439049,734.052000055613,27.42710679240276
Rice,Red and Yellow soils,78.03444046736566,6.282699914629671,96.30137406452442,3.087115425109012,33.05110772835444,894.592102995972,68.56848551436966
Kulthi,Red and Yellow soils,9.564417625035006,5.887964537008152,153.75753745568312,1.7848510328634284,31.45716604440156,1317.465877681837,76.46108353500333
Pea,Laterite soils,13.913505998801302,5.915852524369649,198.6012534110168,2.571015400924413,25.219491865200677,1396.9453796351183,64.72944860058413
Niger,Alluvial soils,71.27288041706773,6.005144700419921,73.50637316543745,4.673501512444922,30.81120715187331,1307.949632715604,20.83570811587564
Moong,Black soils,53.19525040843919,6.176287832477355,143.91479760397786,4.939063226248738,16.49286087619817,575.2094379485925,49.39525975626448
Urd,Red and Yellow soils,24.092177860432297,6.230298087575532,120.82928267291813,4.51114267054889,19.60530190173589,636.6467991596796,42.938928406125385
Til,Alluvial soils,17.530413493582845,6.636546476545331,158.40321201199035,2.605643379836009,33.65808926174492,724.2752496773631,66.87335289253059
Groundnut,Laterite soils,34.78961480849945,6.430385753116669,100.82047107807897,4.765268097487416,24.82388858734798,1369.3391293724612,84.56048263292774
Mustard,Alluvial soils,31.57765490020362,7.1406410349790415,72.59547594030168,4.695155140829625,20.694018297665508,706.1970111904834,62.222938753428586
Niger,Black soils,70.56130693666172,5.77772347688425,147.53469746983416,4.636855879414794,22.34193941721204,867.6570432643296,52.411293656986366
Pea,Laterite soils,46.85973410349386,6.588417812047606,72.26942291957891,1.801860115198856,32.75103124175604,1482.342932741819,71.27285070556911
Soybean,Red and Yellow soils,43.40667809750192,7.300614314946296,174.09511706649528,1.92971247601352,18.409033617480976,1143.315877446445,32.871734329110694
Niger,Black soils,75.49934739646585,5.678368876843475,138.41886390991652,3.0468997167211174,19.951947418741728,812.241755535637,68.7618554342275
Urd,Laterite soils,89.8365575913081,7.191568958291507,66.13099830040198,3.418923013694671,26.262918262296907,585.4975123126276,51.92168315084929
Gram,Red and Yellow soils,82.24193371365227,6.222568328695298,186.49446950562293,3.4182091680119338,20.094882989585404,676.3058592722028,61.36944658789254
Tiwra,Black soils,25.23636139712942,7.292184169197331,136.78878873346477,3.9368126370234338,15.315069833156349,685.5527340756196,57.30674882174016
Jwar,Alluvial soils,90.46876711700696,7.494139904826287,157.9041915257312,4.358140508617341,32.66765566415723,1114.1532685864554,89.10014186404103
Kulthi,Red and Yellow soils,1.030663459585588,6.609324818923838,56.51814424435976,3.066099310676338,19.903165711019703,1182.4879446394534,81.92137230647637
Gram,Alluvial soils,76.02339115731948,6.073438185932594,57.70769984216568,0.6795259507491629,29.06089056948873,1236.81232356308,44.20179278135562
Pea,Red and Yellow soils,82.75948999955752,5.891722324185892,105.76748755005644,4.232199320074129,33.18157027614892,906.6166886553324,24.42970028069034
Til,Red and Yellow soils,20.782271113795048,6.508075492193928,153.5676613403599,2.8583836721946208,18.636559815196588,558.4198347743196,80.837770552231
Masoor,Alluvial soils,14.046880194776916,6.280210076292495,117.88215208347248,1.3780768152376013,19.86854364458616,1149.8835471024254,75.65652800044876
Moong,Red and Yellow soils,14.963919334734175,7.015493881120728,161.11285128091214,3.4221806512083406,29.304997400483,1216.3007629726806,54.13382051490952
Jwar,Black soils,7.422490145675617,7.231974984942278,99.4281695666181,3.94755852634638,23.29481666360217,771.0448602041869,40.5208151560457
Moong,Alluvial soils,30.47426495779317,5.700929397511783,79.66928665808871,2.6924502123480902,23.915148094646057,851.2735968331077,77.219354566232
Millets,Red and Yellow soils,30.60894095388572,7.115509272388534,67.03810595305026,0.5890557093505557,29.504122354056538,1189.5754533613754,44.11193556562557
Soybean,Alluvial soils,72.4704730229644,6.802397387469423,155.74456493181677,3.7075344385453937,30.184476910272583,900.8941827839964,43.96391764078584
Wheat,Laterite soils,92.6074773325522,5.764861552569425,171.06465646258272,1.1677687279613973,23.938910854364234,639.9389000015345,77.84795282548887
Til,Laterite soils,4.4736735104137,5.868574566186949,104.18389029866889,1.2127815247645923,21.76894786779847,873.1737663157711,28.75793605102412
summer paddy,Red and Yellow soils,59.2094505886645,6.405016676859701,62.78856371625329,1.898254107665208,31.11148238065144,1114.442284854715,21.06804380588633
Urd,Laterite soils,24.57408507134721,6.605304547742593,108.81002089207055,4.799154422193276,21.63631635440793,990.3069313708786,42.46081147733115
Gram,Black soils,33.36100018676664,6.328700110214474,77.38147579324998,4.486073743546642,27.644743060818627,984.7273073486382,64.29045851907827
Gram,Alluvial soils,54.23930700166635,7.19374360599674,78.14627672642226,3.6519200763982473,24.25247165827186,1339.787528320946,27.108571454489272
Maize,Black soils,93.42803540380636,6.296139865056761,111.98852464620668,4.234171913011192,15.800503279192355,1069.7445341367245,34.389851637803325
Maize,Laterite soils,69.94120913718601,5.923750906754084,189.36140674161223,2.477069612807991,20.96156917392933,803.7033098762897,50.72515055224344
Wheat,Black soils,39.66564814027614,7.034554941660955,91.85758547075052,0.6742757159541861,18.541234599297745,697.3183961539373,33.25627980072897
Maize,Black soils,86.45554748843756,7.1407043910918615,94.5215116029512,1.7812509292271572,21.61595721095053,528.3100038943794,65.06858765790855
Tiwra,Alluvial soils,57.12809708824221,6.610213584583337,197.0604365484146,3.9823961897083984,23.835667017309007,1171.584969610681,67.92008231583915
Soybean,Red and Yellow soils,3.422005573134409,6.700484787945557,184.83881346960908,0.628547000211728,29.217182135280986,1398.4771335167325,62.84539179010424
Moong,Red and Yellow soils,7.911813847070633,6.423930238333408,181.24533514282984,3.5543564139426875,17.22481563498608,1482.77963604849,80.58239177641721
Kulthi,Alluvial soils,39.67342482562957,6.006652556010263,100.74988089786793,1.3001870918089005,33.42743292468293,1304.8948336607775,51.16696429634941
Gram,Alluvial soils,99.81929905135404,7.402000541538102,123.0704018503396,0.8960905890744797,15.684777895304144,1284.8896933257538,85.0305880081921
Rice,Red and Yellow soils,60.565332154595794,7.086572515616085,64.96230000237045,4.784819272690546,30.12582825556184,750.8475637874461,48.11203431517821
Til,Red and Yellow soils,44.52210577087762,6.5310288634360685,115.01411010277468,2.5263395695323663,31.60616204202497,596.1077076195082,40.608914180631416
Mustard,Alluvial soils,5.985936900346184,5.648522233013668,55.23498004685733,0.9143669321101572,23.720051672483784,1422.8114085717289,67.69019047779835
Gram,Alluvial soils,85.2912130470856,7.238158962020343,50.13970523404393,2.9196742598571785,22.752973942931945,604.45773713572,86.43371486286325
Jwar,Red and Yellow soils,28.76255629578411,6.0941895975373335,177.41725250309972,0.8627567390016935,25.335129962135,1110.6654084776055,70.65043124807585
Wheat,Alluvial soils,93.26032113287312,6.910903695363011,99.3123351214402,4.6455278564327385,30.21856543109679,966.7098548978522,44.0581441363364
Masoor,Laterite soils,78.07291519040318,7.116375993853964,143.69674080775476,3.4220369455760604,21.28666441614024,1162.8367986345024,83.88406936198214
Tiwra,Black soils,77.24105357079826,5.658902226377948,100.26707697876223,1.5967007411434215,28.963888098225933,844.4563628684679,21.90253250087149
Jwar,Red and Yellow soils,50.27693487868122,7.191206774864391,190.24584405342137,4.7068376584537175,33.30239521505279,564.4629917372998,53.50538841938395
Groundnut,Red and Yellow soils,5.526934861464996,7.237804417401401,85.72490150130335,1.0485476802582434,25.89270284437557,813.0291354739112,57.84406889268662
Gram,Red and Yellow soils,82.43986784017746,6.211928223207236,131.2520911184905,1.5875144352760802,23.93325368958846,653.1976647400721,41.085317830789286
Rice,Black soils,93.2808772568152,5.842534903529304,92.99430205288236,3.01370398674692,30.51961317490189,893.5729483920678,68.56181840299473
summer paddy,Laterite soils,10.592323955252642,7.195997707824327,83.32441574324433,2.498214554889377,17.45057710151988,634.1389237966839,78.77889171371295
Moong,Alluvial soils,78.89287419739303,7.163197639902646,168.97952347138352,1.7127736938483915,29.59210761882809,685.9512568500575,76.9942262454515
Pea,Alluvial soils,60.33073851262088,7.207861938501408,66.33651815548762,2.556392557501964,23.994614040057712,788.2284538038166,86.2304424004203
Gram,Alluvial soils,92.8493387422751,6.596101532762061,64.25799140275164,4.914860850641632,28.5187414925167,511.2640890694462,75.59942834827437
Soybean,Alluvial soils,37.48909268997563,6.941509049420215,134.15920450768127,0.8148747749731963,31.491991321684896,1401.059839537386,62.717260461603225
Kulthi,Alluvial soils,4.582294955759589,6.378735413470396,81.63345604611857,0.5242105931436849,30.568273435102643,953.7018893743884,41.52315699215864
Til,Red and Yellow soils,50.72714646068458,7.44015457220369,130.11807772922072,1.911961784506696,15.357798503870685,1359.6927434677757,66.96559151618769
Soybean,Black soils,19.506599159125965,7.472881001610425,159.9466959869329,1.5370990133134552,26.198765538012186,1281.4572049056212,89.8883900268497
Millets,Red and Yellow soils,13.252305942317092,7.445350555955935,158.46291585056207,2.572364040012988,21.75906700258512,572.9254161256334,48.66787927824639
Pea,Black soils,46.464501745045,6.19099521588246,150.62426494326817,3.456466673531436,34.10889937677248,1368.5261947733734,51.32557189725398
Jwar,Red and Yellow soils,20.7249459798772,6.962278328527787,174.32216388712646,3.738328675717712,17.349403457192068,1328.8730160616994,45.830700023090905
Moong,Red and Yellow soils,40.84306264961799,6.517944755327353,123.39168044535634,4.282926461335064,24.24476976259879,1112.052846393984,64.60625361308016
Mustard,Black soils,96.73458289109831,6.28869714733771,82.71294719938685,4.373006534925357,16.29883814074543,1014.1026112369424,59.50726924291094
Pea,Red and Yellow soils,71.82964540126326,6.473295966042752,108.99520920839085,3.850199515545775,15.03715214888901,786.730354017895,27.998849060972937
